brand,phone_name,oldprice,newprice,release,ram,rom,combined_condition
,Vivo Y03,2.299.000 ₫,2.990.000 ₫,03/2024,4 GB,64 GB, a_like_new
,OPPO Reno10,5.321.250 ₫,9.990.000 ₫,07/2023,8 GB,128 GB, a_like_new
,Honor X5 Plus,1.724.250 ₫,2.790.000 ₫,10/2023,4 GB,64 GB, a_like_new
,iPhone 15 Demo,,Not available,09/2023,6 GB,128 GB, a_like_new
,iPhone 15 Pro,22.196.240 ₫,28.990.000 ₫,09/2023,8 GB,128 GB, a_like_new
,iPhone 15 Pro Demo,,Not available,,,128 GB, a_like_new
,iPhone 15 Plus Demo,17.414.320 ₫,Not available,,,128 GB, a_like_new
,Honor X8A Demo,2.497.000 ₫,Not available,2023,8 GB,128 GB, a_like_new
,OPPO Reno8 T,4.908.750 ₫,8.490.000 ₫,02/2023,8 GB,256 GB, a_like_new
,Xiaomi Redmi Note 13 Pro Plus,7.351.630 ₫,10.990.000 ₫,01/2024,8 GB,256 GB, a_like_new
,iPhone 14 Plus,17.171.440 ₫,24.990.000 ₫,09/2022,6 GB,128 GB, a_like_new
,iPhone 15 Plus,18.997.440 ₫,25.990.000 ₫,09/2023,6 GB,128 GB, a_like_new
,iPhone 15 Pro Max Demo,24.653.970 ₫,Not available,,,256 GB, a_like_new
,iPhone 14 Pro Max,22.439.120 ₫,29.990.000 ₫,09/2022,6 GB,128 GB, a_like_new
,Masstel Fami 60,299.200 ₫,750.000 ₫,11/2021,16 MB,24 MB, a_like_new
,Xiaomi 14,15.288.350 ₫,22.990.000 ₫,03/2024,12 GB,256 GB, a_like_new
,Samsung Galaxy A04,1.481.480 ₫,Not available,01/2022,3 GB,32 GB, a_like_new
,Samsung Galaxy A54,5.852.000 ₫,11.490.000 ₫,3/2023,8 GB,256 GB, a_like_new
,Samsung Galaxy Z Fold5,21.424.260 ₫,40.990.000 ₫,,,256 GB, a_like_new
,Điện Thoại Di Động Samsung Galaxy Z Flip4,7.313.460 ₫,Not available,08/2022,8 GB,256 GB, a_new
,Realme C55,2.706.550 ₫,Not available,03/2023,6 GB,128 GB, a_like_new
,OPPO A78,4.039.200 ₫,6.990.000 ₫,07/2023,8 GB,256 GB, 
,iPhone 15,16.998.300 ₫,22.990.000 ₫,09/2023,6 GB,128 GB, a_like_new
,Vivo Y22s,3.618.450 ₫,5.990.000 ₫,09/2022,8 GB,128 GB, a_like_new
,Xiaomi Redmi Note 12,,Not available,04/2023,4 GB,128 GB, a_like_new
,Masstel Lux 20,228.140 ₫,Not available,,,128 MB, a_like_new
,OPPO A77s,3.637.150 ₫,6.290.000 ₫,10/2022,8 GB,128 GB, a_old
,Samsung Galaxy A54,5.060.880 ₫,Not available,,8 GB,128 GB, a_old
,Redmi 10 2022,2.296.800 ₫,4.290.000 ₫,04/2022,4 GB,128 GB, a_like_new
,Xiaomi Redmi Note 12S,2.867.700 ₫,Not available,2023,8 GB,256 GB, a_like_new
,OPPO Reno8 T,,Not available,02/2023,8 GB,128 GB, a_like_new
,Xiaomi Redmi Note 11 Pro,4.763.000 ₫,Not available,01/2022,8 GB,128 GB, a_like_new
,Xiaomi Redmi Note 12 Pro,4.672.800 ₫,7.990.000 ₫,2023,8 GB,256 GB, a_like_new
,Vivo Y35,3.613.500 ₫,6.990.000 ₫,10/2022,8 GB,128 GB, 
,Redmi Note 12 Pro,4.504.830 ₫,Not available,2023,8 GB,256 GB, a_like_new
,Xiaomi Redmi Note 12 Pro,3.634.400 ₫,Not available,2023,8 GB,256 GB, a_like_new
,Xiaomi Redmi 10A,1.600.500 ₫,3.290.000 ₫,07/2022,3 GB,64 GB, a_like_new
,Masstel Hapi 30,957.000 ₫,1.990.000 ₫,12/2021,3 GB,32 GB, a_like_new
,Samsung Galaxy Z Fold4,14.557.510 ₫,40.990.000 ₫,08/2022,12 GB,256 GB, a_old
,Vivo Y35,3.088.800 ₫,Not available,10/2022,8 GB,128 GB, a_like_new
,Vivo Y16,2.018.280 ₫,Not available,09/2022,4 GB,128 GB, a_new
,iPhone 14,13.390.300 ₫,Not available,09/2022,,128 GB, a_like_new
,V25E,4.908.750 ₫,Not available,10/2022,8 GB,128 GB, a_old
,OPPO A57,2.262.920 ₫,Not available,6/2022,3 GB,64 GB, a_like_new
,iPhone 14 Pro,18.021.960 ₫,Not available,09/2022,6 GB,128 GB, a_old
,Samsung Galaxy A04s,3.069.000 ₫,3.990.000 ₫,2022,4 GB,64 GB, a_new
,Xiaomi 13 Pro,13.839.320 ₫,Not available,2023,12 GB,256 GB, a_new
,Samsung Galaxy S21 FE,5.692.500 ₫,Not available,,,128 GB, a_like_new
,OPPO Reno8,4.281.200 ₫,Not available,04/2022,8 GB,256 GB, a_like_new
,Samsung Galaxy Z Flip4,7.313.460 ₫,Not available,09/2022,8 GB,256 GB, a_like_new
,Nokia C20,1.188.000 ₫,Not available,04/2021,2 GB,32 GB, a_like_new
,Samsung Galaxy S21 Plus,12.991.000 ₫,Not available,01/2021,8 GB,128 GB, a_like_new
,Vivo Y03,2.299.000 ₫,2.990.000 ₫,03/2024,4 GB,64 GB, a_like_new
,Honor X5 Plus,1.724.250 ₫,2.790.000 ₫,10/2023,4 GB,64 GB, a_like_new
,Honor X8A Demo,2.497.000 ₫,Not available,2023,8 GB,128 GB, a_like_new
,Xiaomi Redmi Note 13 Pro Plus,7.351.630 ₫,10.990.000 ₫,01/2024,8 GB,256 GB, a_like_new
,iPhone 14 Pro Max,22.439.120 ₫,29.990.000 ₫,09/2022,6 GB,128 GB, a_like_new
,Điện Thoại Di Động Samsung Galaxy Z Flip4,7.313.460 ₫,Not available,08/2022,8 GB,256 GB, a_new
,Masstel Lux 20,228.140 ₫,Not available,,,128 MB, a_like_new
,Samsung Galaxy A54,5.060.880 ₫,Not available,,8 GB,128 GB, a_old
,Xiaomi Redmi Note 12S,2.867.700 ₫,Not available,2023,8 GB,256 GB, a_like_new
,Xiaomi Redmi Note 12 Pro,4.672.800 ₫,7.990.000 ₫,2023,8 GB,256 GB, a_like_new
,Vivo Y35,3.613.500 ₫,6.990.000 ₫,10/2022,8 GB,128 GB, 
,Xiaomi Redmi 10A,1.600.500 ₫,3.290.000 ₫,07/2022,3 GB,64 GB, a_like_new
,Samsung Galaxy Z Fold4,14.557.510 ₫,40.990.000 ₫,08/2022,12 GB,256 GB, a_old
,Vivo Y35,3.088.800 ₫,Not available,10/2022,8 GB,128 GB, a_like_new
,Vivo Y16,2.018.280 ₫,Not available,09/2022,4 GB,128 GB, a_new
,V25E,4.908.750 ₫,Not available,10/2022,8 GB,128 GB, a_old
,OPPO A57,2.262.920 ₫,Not available,6/2022,3 GB,64 GB, a_like_new
,Samsung Galaxy A04s,3.069.000 ₫,3.990.000 ₫,2022,4 GB,64 GB, a_new
,Xiaomi 13 Pro,13.839.320 ₫,Not available,2023,12 GB,256 GB, a_new
,Samsung Galaxy S21 FE,5.692.500 ₫,Not available,,,128 GB, a_like_new
,Nokia C20,1.188.000 ₫,Not available,04/2021,2 GB,32 GB, a_like_new
,Samsung Galaxy S21 Plus,12.991.000 ₫,Not available,01/2021,8 GB,128 GB, a_like_new
,Honor 90,7.405.860 ₫,11.990.000 ₫,11.2023,12 GB,512 GB, a_like_new
,iPhone 12,9.877.120 ₫,17.990.000 ₫,10/2020,4 GB,64 GB, a_like_new
,Samsung Galaxy S24,16.450.280 ₫,22.990.000 ₫,01/2024,8 GB,256 GB, a_like_new
,Realme C55,2.842.400 ₫,5.990.000 ₫,03/2023,8 GB,256 GB, a_like_new
,Vivo T1x,2.910.600 ₫,4.490.000 ₫,07/2022,4 GB,64 GB, a_like_new
,Xiaomi 13 Lite,3.962.640 ₫,Not available,2023,8 GB,128 GB, a_like_new
,Realme C55,2.706.550 ₫,4.990.000 ₫,03/2023,6 GB,128 GB, a_like_new
,Vivo Y15s,2.257.200 ₫,3.490.000 ₫,10/2021,3 GB,32 GB, a_new
,Vivo V25 Pro,5.899.300 ₫,Not available,11/2022,8 GB,128 GB, a_like_new
,Realme C33,1.171.830 ₫,Not available,10/2022,3 GB,32 GB, a_like_new
,iPhone 14 Plus,14.997.840 ₫,Not available,09/2022,6 GB,128 GB, a_like_new
,Samsung Galaxy Z Fold3,11.247.500 ₫,44.990.000 ₫,08/2021,12 GB,512 GB, a_like_new
,OPPO Reno8 Pro,8.910.660 ₫,18.990.000 ₫,03/2022,12 GB,256 GB, a_old
,Oppo A76,2.645.500 ₫,5.990.000 ₫,03/2022,6 GB,128 GB, a_like_new
,iPhone 14,17.534.880 ₫,27.990.000 ₫,09/2022,6 GB,512 GB, a_like_new
