brand,phone_name,oldprice,newprice,release,ram,rom,combined_condition
,iPhone 13 Mini,14.690.000 ₫,,,4 GB,128 GB,a_new 
,iPhone 12,12.090.000 ₫,,,,64 GB,a_old 
,iPhone 13 Pro Max,34.190.000 ₫,,,6 GB,256 GB,a_new 
,Realme C51,3.190.000 ₫,,,6GB,256 GB,a_new 
,Masstel izi T2,400.000 ₫,,,48MB,128 MB,a_like_new 
,Samsung Galaxy A04S,2.490.000 ₫,,,4 GB,64 GB,a_new 
,Samsung Galaxy A52s,5.490.000 ₫,,,8 GB,128 GB,a_new 
,Samsung Galaxy A22,3.290.000 ₫,,,6 GB,128 GB,a_new 
,iPhone 7 Plus,4.390.000 ₫,,,,128 GB,a_old 
,iPhone 13 Pro,20.690.000 ₫,,,6 GB,256 GB,a_old 
,iPhone 11,9.390.000 ₫,,,4 GB,128 GB,a_new 
,Samsung Galaxy S22 Ultra,13.590.000 ₫,,,12 GB,512 GB,a_old 
,iPhone Xs Max,8.090.000 ₫,,,,256 GB,a_like_new 
,iPhone SE 2020,8.090.000 ₫,,,3 GB,128 GB, 
,iPhone SE 2020,10.490.000 ₫,,,3 GB,256 GB,a_new 
,iPhone SE 2020,9.090.000 ₫,,,3 GB,64 GB,a_new 
,iPhone SE 2022,9.990.000 ₫,,,4 GB,128 GB,a_new 
,iPhone XR,5.590.000 ₫,,,,64 GB,a_like_new 
,iPhone XR,8.090.000 ₫,,,,64 GB,a_new 
,iPhone Xs Max,10.790.000 ₫,,,,512 GB,a_old 
,Xiaomi Redmi Note 11 Pro,4.090.000 ₫,,,8 GB,128 GB,a_like_new 
,iPhone 13 Pro,24.890.000 ₫,,,6 GB,256 GB,a_new 
,OPPO A17,2.790.000 ₫,,,4 GB,64 GB,a_new 
,Xiaomi Redmi Note 12,3.290.000 ₫,,,4 GB,128 GB,a_new 
,iPhone Xs,10.290.000 ₫,,,,256 GB,a_like_new 
,iPhone Xs Max,8.500.000 ₫,,,,256 GB,a_old 
,iPhone SE 2020,9.190.000 ₫,,,3 GB,64 GB,a_new 
,iPhone SE 2022,10.190.000 ₫,,,4 GB,128 GB,a_new 
,iPhone SE 2022,6.090.000 ₫,,,4 GB,64 GB,a_old 
,iPhone Xs Max,8.500.000 ₫,,,,256 GB,a_old 
,iPhone SE 2020,9.190.000 ₫,,,3 GB,64 GB,a_new 
,iPhone SE 2022,10.190.000 ₫,,,4 GB,128 GB,a_new 
,iPhone SE 2022,6.090.000 ₫,,,4 GB,64 GB,a_old 
,iPhone 11,13.090.000 ₫,,,4 GB,128 GB,a_old 
,iPhone 12 mini,13.490.000 ₫,,,,128 GB,a_new 
,iPhone 13,13.390.000 ₫,,,4 GB,256 GB,a_like_new 
,iPhone 13 Mini,17.990.000 ₫,,,4 GB,256 GB,a_new 
,iPhone 13 Pro,24.990.000 ₫,,,6 GB,128 GB,a_new 
,iPhone 12,22.090.000 ₫,,,,256 GB,a_new 
,iPhone 12 Mini,13.990.000 ₫,,,,128 GB,a_new 
,iPhone 12 Mini,17.590.000 ₫,,,4 GB,256 GB,a_new 
,iPhone 12 Pro,18.490.000 ₫,,,6 GB,128 GB,a_new 
,iPhone 12 Pro,19.690.000 ₫,,,,128 GB,a_old 
,iPhone 12 Pro Max,26.490.000 ₫,,,,128 GB,a_new 
,iPhone 12 Pro Max,24.390.000 ₫,,,,128 GB,a_new 
,iPhone 12 Pro Max,27.490.000 ₫,,,,256 GB,a_new 
,iPhone 12 Pro Max,19.690.000 ₫,,,,128 GB,a_like_new 
,iPhone 12 Pro Max,15.090.000 ₫,,,,128 GB,a_like_new 
,iPhone 11,9.590.000 ₫,,,4 GB,256 GB,a_like_new 
,Samsung Galaxy Z Flip5,13.890.000 ₫,,,8 GB,512 GB,a_new 
,Samsung Galaxy S21 FE,9.690.000 ₫,,,8 GB,256 GB,a_new 
,Samsung Galaxy A13,3.490.000 ₫,,,4 GB,128 GB,a_new 
,iPhone 13 Pro,21.190.000 ₫,,,6 GB,128 GB,a_new 
,iPhone 13 Pro Max,,,,6 GB,128 GB,a_old 
,iPhone 12 Pro Max,15.090.000 ₫,,,,128 GB,a_like_new 
