brand,phone_name,oldprice,newprice,release,ram,rom,combined_condition
,Google Pixel 6a,7.990.000 ₫,7.990.000 ₫,,6 GB,128GB,a_new 
,Samsung Galaxy S24 Ultra,19.990.000 ₫,Liên hệ,,12GB,256GB,a_like_new 
,iPhone 14,15.690.000 ₫,19.990.000 ₫,,,,a_like_new 
Samsung,Samsung Galaxy A23,3.290.000 ₫,3.590.000 ₫,,4GB,128GB,a_like_new 
,Samsung Galaxy Note 20,5.990.000 ₫,23.990.000 ₫,,8 GB,128GB,a_old 
,Samsung S20 Ultra,6.990.000 ₫,14.990.000 ₫,,12 GB,128GB,a_old 
,iPhone 13 mini,9.490.000 ₫,Liên hệ,,,,a_like_new 
Apple,iPhone 12,9.390.000 ₫,24.990.000 ₫,,4 GB,256 GB,a_like_new 
,Samsung Galaxy S10 Plus,Liên hệ,Liên hệ,,8 GB,512 GB,a_old 
,Samsung Galaxy Note 10,Liên hệ,Liên hệ,,8 GB,256 GB,a_old 
Samsung,Galaxy Z Fold2,Liên hệ,Liên hệ,,12 GB,256GB & 512GB,a_old 
,Samsung Galaxy A82   Hàn,Liên hệ,Liên hệ,,6GB,128GB,a_old 
,Samsung Galaxy S20 Plus,6.190.000 ₫,23.990.000 ₫,,12 GB,256 GB,a_like_new 
,Samsung Galaxy S20 Plus,5.790.000 ₫,23.990.000 ₫,,12 GB,128 GB,a_like_new 
Apple,iPhone 11,7.990.000 ₫,Liên hệ,,4 GB,64GB, 
,Samsung Note 10 Plus,Liên hệ,Liên hệ,,12 GB,256 GB,a_old 
,Samsung Galaxy S10 Plus,Liên hệ,Liên hệ,,8 GB,128 GB,a_old 
,Samsung Galaxy Note 10 Plus,Liên hệ,Liên hệ,,12 GB,256 GB,a_old 
,Samsung Galaxy Note 9 Mỹ,Liên hệ,Liên hệ,,6 GB,128 GB,a_old 
,Samsung Galaxy S10 Plus,Liên hệ,Liên hệ,,8 GB,128 GB,a_old 
,Samsung Galaxy A73,3.290.000 ₫,Liên hệ,,8Gb,128GB,a_old 
,Samsung S20 Ultra,Liên hệ,Liên hệ,,12 GB,256 GB,a_old 
Apple,iPad 4,2.590.000 ₫,2.990.000 ₫,,1 GB,16GB, 
,Samsung Galaxy S21,6.290.000 ₫,6.990.000 ₫,,8 GB,256 GB,a_like_new 
,Samsung Galaxy S21 Ultra,8.590.000 ₫,Liên hệ,,12 GB,256 GB,a_like_new 
,Samsung Galaxy S21 Ultra,9.490.000 ₫,10.990.000 ₫,,12 GB,512GB,a_like_new 
,Google Pixel 6 Pro,8.990.000 ₫,15.990.000 ₫,,12 GB,256 GB,a_old 
,Điện thoại Sharp Aquos R6,6.590.000 ₫,7.990.000 ₫,,12 GB,128 GB, 
,iPhone 13 Pro Max,18.390.000 ₫,,,6 GB,256 GB,a_like_new 
,iPhone 13,11.990.000 ₫,,,4 GB,128 GB,a_like_new 
,iPhone Xs Max,7.490.000 ₫,,,,256 GB,a_old 
,iPhone 11,7.490.000 ₫,,,4 GB,128 GB,a_old 
,iPhone 13 Pro Max,17.290.000 ₫,,,6 GB,256 GB,a_like_new 
,iPhone X,5.890.000 ₫,,,,256 GB,a_like_new 
,iPhone 12,9.290.000 ₫,,,,128 GB,a_old 
,iPhone 11 Pro,8.290.000 ₫,,,4 GB,64 GB,a_like_new 
,iPhone 13 Pro Max,18.890.000 ₫,,,6 GB,512 GB,a_old 
,iPhone 11,6.990.000 ₫,,,4 GB,64 GB,a_like_new 
,iPhone 12 Pro Max,14.290.000 ₫,,,,128 GB,a_old 
,iPhone 11,7.990.000 ₫,,,4 GB,128 GB,a_like_new 
,iPhone 13,13.590.000 ₫,,,4 GB,256 GB,a_like_new 
,iPhone 11 Pro,9.890.000 ₫,,,4 GB,256 GB,a_like_new 
,iPhone 11 Pro,7.690.000 ₫,,,4 GB,64 GB,a_old 
,iPhone 12 Pro,12.090.000 ₫,,,,128 GB,a_like_new 
,iPhone Xs,5.790.000 ₫,,,,64 GB,a_like_new 
,iPhone X,5.190.000 ₫,,,,64 GB,a_like_new 
,iPhone 11 Pro Max,10.390.000 ₫,,,4 GB,64 GB,a_like_new 
,iPhone 14 Pro Max,22.590.000 ₫,,,6 GB,128 GB,a_like_new 
,iPhone XR,5.590.000 ₫,,,,64 GB,a_like_new 
,iPhone 11,6.490.000 ₫,,,4 GB,64 GB,a_old 
,OPPO Reno11 F,5.990.000 ₫,,,8 GB,256 GB,a_like_new 
,iPhone 11 Pro Max,11.890.000 ₫,,,4 GB,256 GB,a_like_new 
,iPhone 15 Plus,19.390.000 ₫,,,,128 GB,a_like_new 
,iPhone Xs Max,7.190.000 ₫,,,,64 GB,a_like_new 
,iPhone Xs Max,6.590.000 ₫,,,,64 GB,a_old 
,iPhone 15 Pro Max,26.690.000 ₫,,,,256 GB,a_like_new 
,iPhone SE 2022,8.490.000 ₫,,,4 GB,256 GB,a_like_new 
,iPhone 8 Plus,4.590.000 ₫,,,3 GB,64 GB,a_like_new 
,Samsung Galaxy S21 Ultra,8.990.000 ₫,,,8 GB,128 GB,a_like_new 
,iPhone 14 Pro,17.390.000 ₫,,,,128 GB,a_old 
,iPhone 15,16.790.000 ₫,,,,128 GB,a_like_new 
,iPhone 12 Pro Max,15.290.000 ₫,,,,256 GB,a_old 
,Nubia Neo 2,3.790.000 ₫,,,,,a_new 
,Xiaomi Redmi Note 13 Pro Plus,7.090.000 ₫,,,8 GB,256 GB,a_like_new 
,iPhone SE 2022,7.390.000 ₫,,,4 GB,128 GB,a_old 
,iPhone 14 Pro,19.390.000 ₫,,,,128 GB,a_like_new 
,iPhone 6s,2.390.000 ₫,,,,64 GB,a_like_new 
,iPhone Xs Max,8.090.000 ₫,,,,256 GB,a_like_new 
,iPhone 12 Pro Max,15.290.000 ₫,,,,128 GB,a_like_new 
,iPhone 11,8.990.000 ₫,,,4 GB,256 GB,a_like_new 
,iPhone 13 Pro,15.590.000 ₫,,,6 GB,128 GB,a_like_new 
,iPhone 12,9.990.000 ₫,,,,128 GB,a_like_new 
,iPhone 7,3.090.000 ₫,,,,128 GB,a_like_new 
,iPhone 12,8.290.000 ₫,,,,64 GB,a_old 
,iPhone 12 Pro Max,15.790.000 ₫,,,6 GB,512 GB,a_old 
,Xiaomi Redmi Note 13 Pro,5.390.000 ₫,,,8 GB,256 GB,a_like_new 
,iPhone 15 Pro Max,29.990.000 ₫,,,,512 GB,a_like_new 
,iPhone 15 Pro,21.890.000 ₫,,,,128 GB,a_like_new 
,iPhone 13 Pro Max,16.290.000 ₫,,,6 GB,128 GB,a_old 
,iPhone XR,6.190.000 ₫,,,,128 GB,a_like_new 
,iPhone 7 Plus,4.490.000 ₫,,,,128 GB,a_like_new 
,iPhone 13 Mini,10.790.000 ₫,,,4 GB,128 GB,a_like_new 
,iPhone 7 Plus,3.590.000 ₫,,,,32 GB,a_like_new 
,Tecno Camon 30,4.690.000 ₫,,,8 GB,256 GB,a_new 
,Samsung Galaxy A35,5.790.000 ₫,,,8 GB,128 GB,a_like_new 
,iPhone 12,8.990.000 ₫,,,,64 GB,a_like_new 
,OPPO Reno8 T,4.790.000 ₫,,,8GB + Mở rộng 8GB,256 GB,a_like_new 
,iPhone 12 Pro Max,16.290.000 ₫,,,,256 GB,a_like_new 
,iPhone 8 Plus,5.590.000 ₫,,,,256 GB,a_like_new 
,iPhone Xs,6.790.000 ₫,,,,256 GB,a_like_new 
,Xiaomi Redmi Note 13 Pro,5.290.000 ₫,,,8 GB,128 GB, 
,Xiaomi 13T,6.490.000 ₫,,,8 GB,256 GB,a_old 
,iPhone 13,12.890.000 ₫,,,4 GB,256 GB,a_old 
,iPhone 14 Pro,20.390.000 ₫,,,6 GB,256 GB,a_like_new 
,iPhone X,4.690.000 ₫,,,,64 GB,a_old 
,OPPO Reno11 F,6.590.000 ₫,,,8 GB,256 GB,a_new 
,OPPO Reno8 T,4.790.000 ₫,,,8 GB,128 GB,a_like_new 
,iPhone 14 Pro Max,22.590.000 ₫,,,,256 GB,a_old 
,iPhone 11 Pro Max,11.190.000 ₫,,,4 GB,256 GB,a_old 
,iPhone 14 Pro,18.390.000 ₫,,,,128 GB,a_old 
,iPhone 11 Pro,9.190.000 ₫,,,4 GB,256 GB,a_old 
,iPhone 13 Pro,16.590.000 ₫,,,6 GB,256 GB,a_like_new 
,iPhone Xs,5.290.000 ₫,,,,64 GB,a_old 
,iPhone 12 Pro,11.390.000 ₫,,,,128 GB,a_old 
,iPhone 14 Plus,15.090.000 ₫,,,6 GB,128 GB,a_old 
,Vivo V30E,7.890.000 ₫,,,12 GB,256 GB,a_new 
,iPhone 12 Mini,7.990.000 ₫,,,,128 GB,a_old 
,Xiaomi Redmi Note 13 Pro,5.290.000 ₫,,,8 GB,128 GB,a_new 
,iPhone 11 Pro Max,9.690.000 ₫,,,4 GB,64 GB,a_old 
,iPhone 13 Pro Max,17.390.000 ₫,,,6 GB,256 GB,a_old 
,OPPO Find X5 Pro,13.590.000 ₫,,,12 GB,256 GB,a_new 
,iPhone 15 Pro Max,25.690.000 ₫,,,,256 GB,a_old 
,iPhone 15 Pro,24.390.000 ₫,,,,256 GB,a_like_new 
,iPhone 8 Plus,5.590.000 ₫,,,,256 GB,a_like_new 
,iPhone 12 Mini,7.690.000 ₫,,,,64 GB,a_like_new 
,iPhone 13 Mini,10.090.000 ₫,,,4 GB,128 GB,a_old 
,iPhone 11 Pro Max,12.390.000 ₫,,,4 GB,512 GB,a_like_new 
,iPhone 8 Plus,5.090.000 ₫,,,,256 GB,a_old 
,Xiaomi Redmi Note 13 Pro,4.790.000 ₫,,,8 GB,128 GB,a_like_new 
,iPhone Xs,6.290.000 ₫,,,,256 GB,a_old 
,iPhone 11 Pro,7.090.000 ₫,,,4 GB,64 GB,a_old 
,iPhone 11 Pro Max,11.190.000 ₫,,,4 GB,256 GB,a_old 
